timestamp,ask_price_0,ask_vol_0,bid_price_0,bid_vol_0,ask_price_1,ask_vol_1,bid_price_1,bid_vol_1,ask_price_2,ask_vol_2,bid_price_2,bid_vol_2,ask_price_3,ask_vol_3,bid_price_3,bid_vol_3,ask_price_4,ask_vol_4,bid_price_4,bid_vol_4,ask_price_5,ask_vol_5,bid_price_5,bid_vol_5,ask_price_6,ask_vol_6,bid_price_6,bid_vol_6,ask_price_7,ask_vol_7,bid_price_7,bid_vol_7,ask_price_8,ask_vol_8,bid_price_8,bid_vol_8,ask_price_9,ask_vol_9,bid_price_9,bid_vol_9
1777502559964,75933.02,2.40035,75933.01,0.98817,75933.03,0.00078,75933.0,0.00604,75933.15,0.00014,75932.81,0.00014,75933.16,0.06015,75932.8,0.00007,75933.2,0.00014,75932.34,0.00235,75933.21,0.1275,75932.0,0.0012,75933.45,0.00014,75931.95,0.00007,75933.46,0.04014,75931.84,0.00197,75934.71,0.00007,75930.95,0.00008,75934.72,0.00036,75930.7,0.00314
1777502560064,75933.02,2.40028,75933.01,0.98817,75933.03,0.00071,75933.0,0.00604,75933.15,0.00014,75932.81,0.00014,75933.16,0.06015,75932.8,0.00007,75933.2,0.00014,75932.34,0.00235,75933.21,0.1275,75932.0,0.0012,75933.45,0.00014,75931.95,0.00007,75933.46,0.04014,75931.84,0.00197,75934.72,0.00022,75930.95,0.00008,75934.73,0.65878,75930.7,0.00314
1777502560166,75933.02,2.40028,75933.01,0.98824,75933.03,0.00071,75933.0,0.00604,75933.15,0.00014,75932.81,0.00014,75933.16,0.06015,75932.8,0.00007,75933.2,0.00014,75932.34,0.00235,75933.21,0.1275,75932.0,0.0012,75933.45,0.00014,75931.95,0.00007,75933.46,0.04014,75931.84,0.00197,75934.72,0.00022,75930.95,0.00008,75934.73,0.65878,75930.7,0.00314
1777502560264,75933.02,1.92567,75933.01,0.98912,75933.03,0.00071,75933.0,0.00604,75933.15,0.00014,75932.81,0.00014,75933.16,0.06015,75932.8,0.00007,75933.2,0.09539,75932.34,0.00235,75933.21,0.1275,75932.0,0.0012,75933.45,0.00014,75931.95,0.00007,75933.46,0.04014,75931.84,0.00197,75934.72,0.00014,75931.6,0.003,75934.73,0.00022,75930.95,0.17152
1777502560364,75933.02,1.46104,75933.01,0.98407,75933.03,0.00078,75933.0,0.00604,75933.15,0.00014,75932.81,0.00014,75933.16,0.06022,75932.8,0.00007,75933.19,0.00014,75932.34,0.00235,75933.2,0.09553,75932.0,0.0012,75933.21,0.1275,75931.95,0.00007,75933.45,0.00014,75931.84,0.00197,75933.46,0.04014,75931.6,0.003,75934.72,0.14148,75930.95,0.00029
1777502560464,75933.02,1.29873,75933.01,0.98996,75933.03,0.00071,75933.0,0.00611,75933.15,0.00014,75932.81,0.00014,75933.16,0.06022,75932.8,0.00007,75933.19,0.00014,75932.34,0.00235,75933.2,0.15051,75932.0,0.0012,75933.21,0.1275,75931.95,0.00007,75933.45,0.00014,75931.84,0.00197,75933.46,0.04014,75931.6,0.003,75934.72,0.14162,75930.95,0.00008
1777502560564,75933.02,1.51023,75933.01,1.05413,75933.03,0.00071,75933.0,0.00611,75933.15,0.00014,75932.81,0.00014,75933.16,0.06022,75932.8,0.00007,75933.19,0.00014,75932.34,0.00235,75933.2,0.15051,75932.0,0.0012,75933.21,0.1275,75931.95,0.00007,75933.45,0.00014,75931.84,0.00197,75933.46,0.04014,75931.6,0.003,75934.0,0.08117,75930.95,0.00008
1777502560664,75933.02,1.5099,75933.01,1.05427,75933.03,0.00085,75933.0,0.00611,75933.15,0.00014,75932.81,0.00014,75933.16,0.06022,75932.8,0.00007,75933.19,0.00014,75932.34,0.00235,75933.2,0.15051,75932.0,0.0012,75933.21,0.12757,75931.95,0.00007,75933.45,0.00014,75931.84,0.00197,75933.46,0.04014,75931.6,0.003,75933.99,0.00007,75930.95,0.00008
1777502560764,75933.02,1.51038,75933.01,0.99031,75933.03,0.00085,75933.0,0.00611,75933.15,0.00014,75932.81,0.00014,75933.16,0.06022,75932.8,0.00007,75933.19,0.00014,75932.34,0.00235,75933.2,0.15051,75932.0,0.0012,75933.21,0.12757,75931.95,0.00007,75933.45,0.00014,75931.84,0.00197,75933.46,0.04014,75931.6,0.003,75933.99,0.00007,75930.95,0.00008
1777502560865,75933.02,1.51038,75933.01,1.06723,75933.03,0.00085,75933.0,0.00611,75933.15,0.00014,75932.81,0.00014,75933.16,0.06022,75932.8,0.00007,75933.19,0.00014,75932.34,0.00235,75933.2,0.15051,75932.0,0.0012,75933.21,0.12757,75931.95,0.00007,75933.45,0.00014,75931.84,0.00197,75933.46,0.04014,75931.6,0.003,75933.99,0.00007,75930.95,0.00008
1777502560965,75933.02,1.51038,75933.01,1.06716,75933.03,0.00085,75933.0,0.00611,75933.15,0.00014,75932.81,0.00014,75933.16,0.06022,75932.8,0.00007,75933.19,0.00014,75932.34,0.00235,75933.2,0.15051,75932.0,0.0012,75933.21,0.12757,75931.95,0.00007,75933.45,0.00014,75931.84,0.00197,75933.46,0.04014,75931.6,0.003,75933.99,0.00007,75930.95,0.00008
1777502561065,75933.02,1.51038,75933.01,1.06134,75933.03,0.00085,75933.0,0.00611,75933.15,0.00014,75932.81,0.00014,75933.16,0.06022,75932.8,0.00007,75933.19,0.00014,75932.34,0.00235,75933.2,0.15051,75932.0,0.0012,75933.21,0.12757,75931.95,0.00007,75933.45,0.00014,75931.84,0.00197,75933.46,0.04014,75931.6,0.003,75933.99,0.00007,75930.95,0.00008
1777502561164,75933.02,1.51031,75933.01,1.06134,75933.03,0.00078,75933.0,0.00611,75933.15,0.00014,75932.81,0.00014,75933.16,0.06022,75932.8,0.00007,75933.19,0.00014,75932.34,0.00235,75933.2,0.15051,75932.0,0.0012,75933.21,0.12757,75931.95,0.00007,75933.46,0.00014,75931.84,0.00197,75933.99,0.00014,75931.6,0.003,75934.0,0.08131,75930.95,0.00008
1777502561264,75933.02,1.51031,75933.01,1.06134,75933.03,0.00078,75933.0,0.00611,75933.15,0.00014,75932.81,0.00014,75933.16,0.06022,75932.8,0.00007,75933.19,0.00022,75932.34,0.00235,75933.2,0.15051,75932.0,0.0012,75933.21,0.12757,75931.95,0.00007,75933.99,0.00014,75931.84,0.00197,75934.0,0.08131,75931.6,0.003,75934.02,0.00541,75930.95,0.00008
1777502561364,75933.02,1.29859,75933.01,1.06116,75933.03,0.00078,75933.0,0.00611,75933.15,0.00014,75932.81,0.00014,75933.16,0.06022,75932.8,0.00007,75933.19,0.00022,75932.34,0.00235,75933.2,0.15051,75932.0,0.0012,75933.21,0.1275,75931.95,0.00007,75933.99,0.00014,75931.84,0.00197,75934.0,0.08131,75931.6,0.003,75934.02,0.00541,75930.95,0.00008
1777502561464,75933.02,0.31768,75933.01,1.74155,75933.03,0.00071,75933.0,0.00028,75933.15,0.00014,75932.81,0.00014,75933.16,0.06022,75932.8,0.00007,75933.19,0.00008,75932.34,0.00235,75933.2,0.00014,75932.0,0.0012,75933.21,0.00035,75931.95,0.00007,75934.0,0.00021,75931.84,0.00197,75934.02,0.00014,75931.6,0.003,75934.22,0.00007,75930.96,0.20414
1777502561572,75933.02,0.03502,75933.01,2.05534,75933.03,0.00071,75933.0,0.00014,75933.15,0.00014,75932.81,0.00014,75933.16,0.06022,75932.8,0.00007,75933.19,0.00008,75932.34,0.00235,75933.21,0.00021,75932.26,0.04886,75934.0,0.00007,75932.0,0.0012,75934.22,0.00007,75931.95,0.00007,75934.71,0.00008,75931.84,0.00197,75934.75,0.00007,75931.6,0.003
1777502561664,75933.16,0.02456,75933.15,3.32328,75933.17,0.00063,75933.14,0.00022,75933.19,0.00008,75933.02,4.19768,75933.21,0.00021,75933.01,0.41571,75934.0,0.00007,75932.81,0.00014,75934.22,0.00007,75932.8,0.00007,75934.71,0.00008,75932.34,0.00235,75934.75,0.00007,75932.26,0.049,75934.76,0.00007,75932.0,0.0012,75934.78,0.00014,75931.95,0.00007
